id,fullname,subject,age
61983,Bespalov Mitrofan,Biology,33
61984,Bespalov Mitrofan,Art,45
61985,Ilyin Mechislav,Chemistry,78
61986,Bespalov Mitrofan,Biology,23
61987,Boris Kulikov,History,34
61988,Stepanov Gordey,Art,66
61989,Boris Kulikov,Algebra,34
61990,Rusakov Yuri,PE,23
61991,Boris Kulikov,PE,45
61992,Komissarov Klim,Health,78
61993,Lobanov Ernest,Algebra,23
61994,Stepanov Gordey,Algebra,23
61995,Komissarov Klim,Geometry,66
61996,Veselov Anton,Biology,34
61997,Lobanov Ernest,History,45
61998,Sukhanov Arsen,PE,23
61999,Bespalov Mitrofan,Geography,34
62000,Komissarov Klim,Chemistry,33
62001,Rusakov Yuri,Algebra,33
62002,Bespalov Mitrofan,Geometry,78
62003,Veselov Anton,Algebra,23
62004,Boris Kulikov,History,78
62005,Veselov Anton,Algebra,66
62006,Stepanov Gordey,Algebra,23
62007,Veselov Anton,Geometry,45
62008,Veselov Anton,English,78
62009,Boris Kulikov,Geometry,34
62010,Komissarov Klim,Art,78
62011,Komissarov Klim,Art,45
62012,Prokhorov Ludwig,Health,34
62013,Prokhorov Ludwig,Art,34
62014,Ilyin Mechislav,Health,78
62015,Rusakov Yuri,Geography,34
62016,Stepanov Gordey,History,66
62017,Ilyin Mechislav,Algebra,23
62018,Stepanov Gordey,History,45
62019,Stepanov Gordey,Art,45
62020,Komissarov Klim,Geometry,34
62021,Komissarov Klim,Geography,66
62022,Prokhorov Ludwig,English,45
62023,Stepanov Gordey,English,33
62024,Boris Kulikov,PE,66
62025,Rusakov Yuri,Art,34
62026,Stepanov Gordey,Chemistry,66
62027,Sukhanov Arsen,Art,66
62028,Veselov Anton,Chemistry,34
62029,Lobanov Ernest,English,33
62030,Veselov Anton,English,23
62031,Prokhorov Ludwig,History,23
62032,Veselov Anton,Art,78
62033,Komissarov Klim,History,78
62034,Prokhorov Ludwig,Geometry,33
62035,Ilyin Mechislav,English,78
62036,Ilyin Mechislav,Health,45
62037,Lobanov Ernest,Health,66
62038,Lobanov Ernest,Health,23
62039,Komissarov Klim,PE,78
62040,Bespalov Mitrofan,Biology,66
62041,Prokhorov Ludwig,Biology,66
62042,Lobanov Ernest,Chemistry,78
62043,Prokhorov Ludwig,Art,34
62044,Bespalov Mitrofan,Algebra,23
62045,Bespalov Mitrofan,Geography,23
62046,Prokhorov Ludwig,Biology,66
62047,Boris Kulikov,History,45
62048,Stepanov Gordey,Algebra,45
62049,Lobanov Ernest,Chemistry,34
62050,Veselov Anton,Geography,78
62051,Boris Kulikov,Art,23
62052,Komissarov Klim,Health,23
62053,Stepanov Gordey,Geography,78
62054,Veselov Anton,Algebra,23
62055,Lobanov Ernest,Geometry,45
62056,Rusakov Yuri,Geometry,33
62057,Veselov Anton,Geometry,45
62058,Prokhorov Ludwig,Geography,33
62059,Komissarov Klim,Geography,78
62060,Sukhanov Arsen,Health,66
62061,Sukhanov Arsen,Algebra,45
62062,Bespalov Mitrofan,Geography,66
62063,Boris Kulikov,Chemistry,66
62064,Boris Kulikov,Geography,45
62065,Lobanov Ernest,Health,66
62066,Sukhanov Arsen,Geography,33
62067,Veselov Anton,Algebra,45
62068,Lobanov Ernest,Health,66
62069,Stepanov Gordey,Biology,23
62070,Sukhanov Arsen,Health,78
62071,Prokhorov Ludwig,Algebra,66
62072,Komissarov Klim,Geography,34
62073,Veselov Anton,Geography,34
62074,Boris Kulikov,Biology,33
62075,Rusakov Yuri,Health,34
62076,Sukhanov Arsen,Chemistry,66
62077,Stepanov Gordey,History,34
62078,Bespalov Mitrofan,History,45
62079,Komissarov Klim,Art,78
62080,Lobanov Ernest,Algebra,33
62081,Komissarov Klim,English,45
62082,Ilyin Mechislav,Chemistry,23
62083,Lobanov Ernest,Biology,78
62084,Bespalov Mitrofan,History,34
62085,Prokhorov Ludwig,History,45
62086,Stepanov Gordey,PE,34
62087,Boris Kulikov,Art,66
62088,Lobanov Ernest,Chemistry,66
62089,Komissarov Klim,Biology,78
62090,Sukhanov Arsen,Health,33
62091,Lobanov Ernest,Algebra,23
62092,Bespalov Mitrofan,Chemistry,66
62093,Lobanov Ernest,Geography,33
62094,Stepanov Gordey,Algebra,78
62095,Lobanov Ernest,English,66
62096,Boris Kulikov,Biology,34
62097,Boris Kulikov,English,78
62098,Prokhorov Ludwig,Geography,34
62099,Prokhorov Ludwig,Biology,34
62100,Lobanov Ernest,Art,34
62101,Komissarov Klim,Chemistry,23
62102,Lobanov Ernest,History,66
62103,Stepanov Gordey,Biology,23
62104,Boris Kulikov,Geography,33
62105,Stepanov Gordey,Algebra,34
62106,Bespalov Mitrofan,Health,66
62107,Veselov Anton,Algebra,34
62108,Prokhorov Ludwig,PE,33
62109,Komissarov Klim,Art,23
62110,Stepanov Gordey,Art,34
62111,Lobanov Ernest,Health,33
62112,Prokhorov Ludwig,Algebra,45
62113,Ilyin Mechislav,Health,23
62114,Sukhanov Arsen,Algebra,34
62115,Rusakov Yuri,Health,66
62116,Lobanov Ernest,Geography,23
62117,Bespalov Mitrofan,Biology,23
62118,Komissarov Klim,English,78
62119,Veselov Anton,Geometry,33
62120,Sukhanov Arsen,Biology,45
62121,Rusakov Yuri,Health,34
62122,Rusakov Yuri,History,66
62123,Veselov Anton,PE,34
62124,Prokhorov Ludwig,PE,34
62125,Prokhorov Ludwig,Geometry,34
62126,Sukhanov Arsen,Geometry,78
62127,Rusakov Yuri,Biology,45
62128,Veselov Anton,Chemistry,66
62129,Stepanov Gordey,Biology,33
62130,Prokhorov Ludwig,Algebra,33
62131,Prokhorov Ludwig,Art,23
62132,Bespalov Mitrofan,English,33
62133,Boris Kulikov,Geometry,66
62134,Sukhanov Arsen,English,23
62135,Stepanov Gordey,Biology,33
62136,Stepanov Gordey,Geometry,66
62137,Sukhanov Arsen,Geometry,34
62138,Komissarov Klim,English,34
62139,Sukhanov Arsen,Art,33
62140,Komissarov Klim,Geometry,45
62141,Stepanov Gordey,English,66
62142,Ilyin Mechislav,Health,45
62143,Stepanov Gordey,Biology,78
62144,Ilyin Mechislav,PE,66
62145,Prokhorov Ludwig,Algebra,45
62146,Veselov Anton,Biology,78
62147,Stepanov Gordey,Health,45
62148,Stepanov Gordey,History,33
62149,Prokhorov Ludwig,History,45
62150,Stepanov Gordey,Chemistry,33
62151,Bespalov Mitrofan,English,34
62152,Komissarov Klim,Biology,34
62153,Lobanov Ernest,Geometry,23
62154,Ilyin Mechislav,Health,33
62155,Ilyin Mechislav,Biology,45
62156,Sukhanov Arsen,Geometry,33
62157,Komissarov Klim,History,66
62158,Prokhorov Ludwig,Chemistry,34
62159,Veselov Anton,Health,23
62160,Stepanov Gordey,PE,66
62161,Veselov Anton,Geometry,66
62162,Bespalov Mitrofan,Geography,23
62163,Bespalov Mitrofan,Health,66
62164,Lobanov Ernest,Algebra,45
62165,Ilyin Mechislav,Geometry,66
62166,Prokhorov Ludwig,Geography,45
62167,Ilyin Mechislav,PE,78
62168,Prokhorov Ludwig,Algebra,23
62169,Rusakov Yuri,Biology,34
62170,Sukhanov Arsen,PE,23
62171,Rusakov Yuri,PE,45
62172,Ilyin Mechislav,Biology,34
62173,Rusakov Yuri,English,45
62174,Prokhorov Ludwig,Algebra,66
62175,Ilyin Mechislav,Art,66
62176,Prokhorov Ludwig,English,45
62177,Veselov Anton,English,78
62178,Boris Kulikov,Geometry,34
62179,Ilyin Mechislav,English,45
62180,Rusakov Yuri,Art,78
62181,Rusakov Yuri,Geography,66
62182,Prokhorov Ludwig,Algebra,34
62183,Veselov Anton,Geometry,33
62184,Bespalov Mitrofan,Geometry,34
62185,Boris Kulikov,Algebra,66
62186,Prokhorov Ludwig,English,66
62187,Ilyin Mechislav,History,66
62188,Rusakov Yuri,History,23
62189,Prokhorov Ludwig,Art,33
62190,Stepanov Gordey,Health,66
62191,Rusakov Yuri,Health,33
62192,Rusakov Yuri,Geometry,23
62193,Sukhanov Arsen,Algebra,34
62194,Bespalov Mitrofan,Algebra,66
62195,Prokhorov Ludwig,History,45
62196,Sukhanov Arsen,Health,23
62197,Sukhanov Arsen,Algebra,34
62198,Lobanov Ernest,Geography,33
62199,Rusakov Yuri,Health,45
62200,Komissarov Klim,Geometry,66
62201,Lobanov Ernest,Art,66
62202,Stepanov Gordey,Art,66
62203,Lobanov Ernest,Biology,23
62204,Rusakov Yuri,PE,33
62205,Bespalov Mitrofan,Geography,66
62206,Veselov Anton,History,66
62207,Bespalov Mitrofan,PE,23
62208,Lobanov Ernest,Art,45
62209,Lobanov Ernest,English,78
62210,Veselov Anton,Health,66
62211,Bespalov Mitrofan,Geometry,33
62212,Sukhanov Arsen,Health,66
62213,Boris Kulikov,English,66
62214,Bespalov Mitrofan,Art,23
62215,Sukhanov Arsen,English,78
62216,Lobanov Ernest,Geometry,34
62217,Stepanov Gordey,Algebra,66
62218,Bespalov Mitrofan,Art,66
62219,Stepanov Gordey,Health,34
62220,Komissarov Klim,Geography,45
62221,Lobanov Ernest,English,23
62222,Stepanov Gordey,Chemistry,33
62223,Veselov Anton,English,66
62224,Veselov Anton,History,33
62225,Sukhanov Arsen,Geometry,66
62226,Boris Kulikov,Chemistry,45
62227,Stepanov Gordey,History,66
62228,Komissarov Klim,Biology,45
62229,Boris Kulikov,Health,23
62230,Ilyin Mechislav,Chemistry,34
62231,Lobanov Ernest,English,66
62232,Sukhanov Arsen,History,45
62233,Veselov Anton,Biology,34
62234,Bespalov Mitrofan,English,78
62235,Sukhanov Arsen,Art,78
62236,Ilyin Mechislav,Chemistry,23
62237,Veselov Anton,Biology,33
62238,Rusakov Yuri,English,45
62239,Lobanov Ernest,Biology,78
62240,Lobanov Ernest,Chemistry,45
62241,Bespalov Mitrofan,Art,34
62242,Lobanov Ernest,Algebra,23
62243,Rusakov Yuri,Geometry,66
62244,Sukhanov Arsen,Geometry,78
62245,Stepanov Gordey,English,33
62246,Ilyin Mechislav,Health,34
62247,Stepanov Gordey,Algebra,33
62248,Veselov Anton,Chemistry,78
62249,Lobanov Ernest,Algebra,34
62250,Komissarov Klim,Art,23
62251,Rusakov Yuri,PE,66
62252,Stepanov Gordey,Health,33
62253,Sukhanov Arsen,Art,78
62254,Ilyin Mechislav,PE,45
62255,Ilyin Mechislav,Geography,23
62256,Komissarov Klim,Geography,34
62257,Prokhorov Ludwig,History,23
62258,Sukhanov Arsen,PE,78
62259,Komissarov Klim,Geometry,66
62260,Boris Kulikov,Health,34
62261,Stepanov Gordey,History,23
62262,Prokhorov Ludwig,English,45
62263,Komissarov Klim,Health,45
62264,Sukhanov Arsen,Biology,45
62265,Bespalov Mitrofan,Geometry,78
62266,Ilyin Mechislav,Algebra,45
62267,Ilyin Mechislav,Art,23
62268,Veselov Anton,Geometry,33
62269,Veselov Anton,PE,34
62270,Ilyin Mechislav,PE,34
62271,Stepanov Gordey,Algebra,33
62272,Komissarov Klim,PE,34
62273,Sukhanov Arsen,Algebra,78
62274,Bespalov Mitrofan,Health,66
62275,Komissarov Klim,PE,23
62276,Bespalov Mitrofan,Algebra,33
62277,Sukhanov Arsen,Chemistry,23
62278,Veselov Anton,Algebra,45
62279,Stepanov Gordey,Art,33
62280,Prokhorov Ludwig,PE,23
62281,Ilyin Mechislav,Biology,66
62282,Ilyin Mechislav,Chemistry,78
62283,Prokhorov Ludwig,Chemistry,45
62284,Sukhanov Arsen,Biology,34
62285,Ilyin Mechislav,English,33
62286,Ilyin Mechislav,English,45
62287,Lobanov Ernest,PE,66
62288,Lobanov Ernest,Biology,23
62289,Stepanov Gordey,Art,34
62290,Lobanov Ernest,English,45
62291,Lobanov Ernest,Geography,34
62292,Ilyin Mechislav,PE,23
62293,Boris Kulikov,Chemistry,45
62294,Rusakov Yuri,Biology,45
62295,Ilyin Mechislav,Health,78
62296,Stepanov Gordey,Art,23
62297,Komissarov Klim,Geometry,45
62298,Lobanov Ernest,Chemistry,34
62299,Stepanov Gordey,Geometry,34
62300,Komissarov Klim,Health,78
62301,Komissarov Klim,Chemistry,66
62302,Veselov Anton,Art,45
62303,Boris Kulikov,Health,23
62304,Boris Kulikov,Chemistry,78
62305,Boris Kulikov,Algebra,45
62306,Komissarov Klim,History,23
62307,Stepanov Gordey,Health,34
62308,Rusakov Yuri,Biology,66
62309,Veselov Anton,Health,78
62310,Sukhanov Arsen,History,33
62311,Stepanov Gordey,English,23
62312,Stepanov Gordey,History,66
62313,Lobanov Ernest,Chemistry,45
62314,Rusakov Yuri,Biology,23
62315,Veselov Anton,Algebra,78
62316,Stepanov Gordey,English,33
62317,Komissarov Klim,Algebra,66
62318,Rusakov Yuri,English,34
62319,Komissarov Klim,Geography,78
62320,Sukhanov Arsen,Geometry,33
62321,Stepanov Gordey,Geometry,66
62322,Komissarov Klim,Algebra,34
62323,Ilyin Mechislav,Art,78
62324,Boris Kulikov,Biology,23
62325,Boris Kulikov,Health,23
62326,Stepanov Gordey,Algebra,78
62327,Ilyin Mechislav,Biology,33
62328,Boris Kulikov,Geography,66
62329,Stepanov Gordey,History,34
62330,Stepanov Gordey,PE,33
62331,Lobanov Ernest,Chemistry,45
62332,Prokhorov Ludwig,Geometry,45
62333,Ilyin Mechislav,Geography,34
62334,Komissarov Klim,Geometry,78
62335,Sukhanov Arsen,Algebra,45
62336,Komissarov Klim,Biology,45
62337,Rusakov Yuri,English,33
62338,Boris Kulikov,Biology,23
62339,Veselov Anton,Biology,34
62340,Veselov Anton,English,78
62341,Veselov Anton,Health,78
62342,Bespalov Mitrofan,PE,66
62343,Bespalov Mitrofan,Chemistry,34
62344,Bespalov Mitrofan,Geometry,23
62345,Komissarov Klim,Algebra,23
62346,Sukhanov Arsen,English,23
62347,Veselov Anton,PE,23
62348,Komissarov Klim,History,23
62349,Boris Kulikov,Geography,34
62350,Komissarov Klim,Algebra,33
62351,Ilyin Mechislav,Biology,78
62352,Lobanov Ernest,Algebra,66
62353,Veselov Anton,Art,78
62354,Bespalov Mitrofan,Art,34
62355,Ilyin Mechislav,Chemistry,66
62356,Boris Kulikov,English,78
62357,Boris Kulikov,Geometry,66
62358,Ilyin Mechislav,Health,23
62359,Ilyin Mechislav,English,66
62360,Ilyin Mechislav,Geography,33
62361,Bespalov Mitrofan,English,78
62362,Lobanov Ernest,PE,33
62363,Rusakov Yuri,Art,34
62364,Ilyin Mechislav,Health,33
62365,Prokhorov Ludwig,PE,66
62366,Ilyin Mechislav,Chemistry,23
62367,Bespalov Mitrofan,Health,34
62368,Boris Kulikov,PE,33
62369,Stepanov Gordey,Health,23
62370,Ilyin Mechislav,History,23
62371,Veselov Anton,Art,23
62372,Lobanov Ernest,Health,45
62373,Lobanov Ernest,Geometry,33
62374,Rusakov Yuri,Biology,78
62375,Sukhanov Arsen,Algebra,66
62376,Rusakov Yuri,Algebra,45
62377,Ilyin Mechislav,Health,78
62378,Rusakov Yuri,Geography,66
62379,Prokhorov Ludwig,Geometry,33
62380,Bespalov Mitrofan,History,78
62381,Bespalov Mitrofan,Geography,33
62382,Stepanov Gordey,Chemistry,23
62383,Bespalov Mitrofan,Biology,78
62384,Sukhanov Arsen,Geometry,45
62385,Sukhanov Arsen,Art,23
62386,Lobanov Ernest,English,66
62387,Stepanov Gordey,History,45
62388,Bespalov Mitrofan,Geometry,34
62389,Prokhorov Ludwig,Biology,45
62390,Ilyin Mechislav,Art,78
62391,Prokhorov Ludwig,Geometry,66
62392,Sukhanov Arsen,Biology,45
62393,Boris Kulikov,Chemistry,45
62394,Prokhorov Ludwig,Chemistry,45
62395,Stepanov Gordey,Biology,78
62396,Stepanov Gordey,Algebra,33
62397,Prokhorov Ludwig,Chemistry,78
62398,Stepanov Gordey,PE,34
62399,Rusakov Yuri,Health,66
62400,Prokhorov Ludwig,PE,34
62401,Veselov Anton,PE,78
62402,Veselov Anton,Geography,34
62403,Bespalov Mitrofan,Geometry,66
62404,Bespalov Mitrofan,Geometry,78
62405,Sukhanov Arsen,PE,23
62406,Veselov Anton,PE,33
62407,Boris Kulikov,English,78
62408,Komissarov Klim,Algebra,66
62409,Veselov Anton,English,45
62410,Lobanov Ernest,English,23
62411,Bespalov Mitrofan,Biology,33
62412,Lobanov Ernest,Algebra,33
62413,Ilyin Mechislav,Biology,45
62414,Sukhanov Arsen,English,33
62415,Stepanov Gordey,Biology,45
62416,Veselov Anton,Art,34
62417,Ilyin Mechislav,Art,45
62418,Rusakov Yuri,Biology,23
62419,Bespalov Mitrofan,English,66
62420,Prokhorov Ludwig,History,34
62421,Rusakov Yuri,Health,78
62422,Prokhorov Ludwig,Geometry,33
62423,Bespalov Mitrofan,Art,34
62424,Veselov Anton,Art,45
62425,Lobanov Ernest,English,34
62426,Bespalov Mitrofan,Chemistry,66
62427,Sukhanov Arsen,Health,33
62428,Ilyin Mechislav,History,78
62429,Bespalov Mitrofan,Art,34
62430,Boris Kulikov,Geometry,23
62431,Stepanov Gordey,Algebra,33
62432,Lobanov Ernest,English,45
62433,Sukhanov Arsen,Algebra,23
62434,Prokhorov Ludwig,History,66
62435,Veselov Anton,Biology,34
62436,Veselov Anton,English,45
62437,Stepanov Gordey,Health,78
62438,Veselov Anton,PE,34
62439,Ilyin Mechislav,English,66
62440,Veselov Anton,Art,23
62441,Prokhorov Ludwig,Geometry,23
62442,Rusakov Yuri,Art,34
62443,Prokhorov Ludwig,Health,34
62444,Prokhorov Ludwig,English,33
62445,Prokhorov Ludwig,English,66
62446,Rusakov Yuri,Chemistry,23
62447,Komissarov Klim,Geography,45
62448,Prokhorov Ludwig,Algebra,66
62449,Rusakov Yuri,Biology,34
62450,Prokhorov Ludwig,Health,34
62451,Bespalov Mitrofan,History,66
62452,Veselov Anton,Health,78
62453,Prokhorov Ludwig,Chemistry,34
62454,Boris Kulikov,Chemistry,45
62455,Lobanov Ernest,PE,33
62456,Bespalov Mitrofan,English,23
62457,Komissarov Klim,PE,78
62458,Prokhorov Ludwig,English,45
62459,Lobanov Ernest,Health,23
62460,Lobanov Ernest,Health,34
62461,Veselov Anton,Health,34
62462,Veselov Anton,Biology,23
62463,Stepanov Gordey,PE,45
62464,Ilyin Mechislav,History,34
62465,Stepanov Gordey,PE,78
62466,Veselov Anton,Chemistry,78
62467,Stepanov Gordey,Chemistry,66
62468,Ilyin Mechislav,Health,66
62469,Bespalov Mitrofan,Biology,33
62470,Sukhanov Arsen,Algebra,34
62471,Ilyin Mechislav,English,23
62472,Sukhanov Arsen,Geometry,45
62473,Bespalov Mitrofan,Chemistry,45
62474,Bespalov Mitrofan,Algebra,23
62475,Lobanov Ernest,Chemistry,34
62476,Sukhanov Arsen,Geography,23
62477,Stepanov Gordey,English,23
62478,Rusakov Yuri,History,33
62479,Sukhanov Arsen,Art,34
62480,Sukhanov Arsen,PE,34
62481,Sukhanov Arsen,Algebra,66
62482,Bespalov Mitrofan,Geometry,33
62483,Rusakov Yuri,Art,33
62484,Stepanov Gordey,PE,34
62485,Rusakov Yuri,English,33
62486,Komissarov Klim,Geography,33
62487,Lobanov Ernest,English,45
62488,Boris Kulikov,Chemistry,45
62489,Stepanov Gordey,PE,23
62490,Sukhanov Arsen,Geometry,23
62491,Lobanov Ernest,English,33
62492,Lobanov Ernest,English,66
62493,Ilyin Mechislav,Geometry,45
62494,Lobanov Ernest,Chemistry,33
62495,Komissarov Klim,History,23
62496,Rusakov Yuri,Geometry,33
62497,Sukhanov Arsen,Geometry,23
62498,Stepanov Gordey,Algebra,23
62499,Prokhorov Ludwig,PE,45
62500,Komissarov Klim,PE,45
62501,Bespalov Mitrofan,PE,33
62502,Lobanov Ernest,Geography,23
62503,Ilyin Mechislav,English,34
62504,Rusakov Yuri,Chemistry,66
62505,Lobanov Ernest,Health,34
62506,Prokhorov Ludwig,Chemistry,23
62507,Komissarov Klim,Health,33
62508,Komissarov Klim,Health,34
62509,Boris Kulikov,History,33
62510,Boris Kulikov,Art,23
62511,Sukhanov Arsen,Algebra,45
62512,Veselov Anton,Geography,33
62513,Veselov Anton,Art,33
62514,Boris Kulikov,Geometry,78
62515,Prokhorov Ludwig,English,33
62516,Ilyin Mechislav,Geography,33
62517,Rusakov Yuri,Geometry,23
62518,Komissarov Klim,History,78
62519,Rusakov Yuri,Chemistry,78
62520,Prokhorov Ludwig,Geography,45
62521,Komissarov Klim,English,78
62522,Ilyin Mechislav,PE,78
62523,Komissarov Klim,Chemistry,78
62524,Ilyin Mechislav,Algebra,78
62525,Komissarov Klim,Algebra,78
62526,Veselov Anton,Geometry,33
62527,Lobanov Ernest,Algebra,78
62528,Sukhanov Arsen,Art,23
62529,Boris Kulikov,Geometry,78
62530,Rusakov Yuri,Chemistry,78
62531,Komissarov Klim,Chemistry,45
62532,Ilyin Mechislav,English,78
62533,Veselov Anton,Chemistry,33
62534,Veselov Anton,Art,78
62535,Veselov Anton,Geography,45
62536,Rusakov Yuri,Health,66
62537,Veselov Anton,Algebra,45
62538,Bespalov Mitrofan,Chemistry,23
62539,Rusakov Yuri,History,78
62540,Lobanov Ernest,English,33
62541,Veselov Anton,English,34
62542,Veselov Anton,Art,45
62543,Stepanov Gordey,Chemistry,45
62544,Veselov Anton,Health,78
62545,Boris Kulikov,English,66
62546,Veselov Anton,Health,45
62547,Boris Kulikov,Biology,66
62548,Rusakov Yuri,Art,33
62549,Rusakov Yuri,Art,34
62550,Komissarov Klim,PE,23
62551,Boris Kulikov,PE,66
62552,Veselov Anton,Health,45
62553,Komissarov Klim,Health,33
62554,Boris Kulikov,Geography,33
62555,Komissarov Klim,Health,78
62556,Stepanov Gordey,Geography,66
62557,Stepanov Gordey,Algebra,34
62558,Ilyin Mechislav,Geometry,78
62559,Stepanov Gordey,Biology,33
62560,Ilyin Mechislav,Chemistry,34
62561,Lobanov Ernest,Algebra,33
62562,Veselov Anton,History,66
62563,Prokhorov Ludwig,Geometry,45
62564,Komissarov Klim,Geography,34
62565,Prokhorov Ludwig,Geometry,45
62566,Rusakov Yuri,Algebra,33
62567,Sukhanov Arsen,Geometry,23
62568,Sukhanov Arsen,Chemistry,34
62569,Rusakov Yuri,Algebra,33
62570,Ilyin Mechislav,Biology,23
62571,Prokhorov Ludwig,Chemistry,33
62572,Komissarov Klim,PE,23
62573,Sukhanov Arsen,History,34
62574,Rusakov Yuri,History,66
62575,Komissarov Klim,Algebra,23
62576,Sukhanov Arsen,PE,66
62577,Ilyin Mechislav,Health,78
62578,Veselov Anton,Biology,45
62579,Stepanov Gordey,Chemistry,45
62580,Prokhorov Ludwig,Chemistry,45
62581,Stepanov Gordey,English,33
62582,Sukhanov Arsen,Geometry,78
62583,Ilyin Mechislav,History,45
62584,Sukhanov Arsen,Algebra,78
62585,Rusakov Yuri,English,66
62586,Ilyin Mechislav,Geometry,33
62587,Rusakov Yuri,Algebra,34
62588,Rusakov Yuri,Health,23
62589,Komissarov Klim,Algebra,34
62590,Bespalov Mitrofan,English,23
62591,Bespalov Mitrofan,English,23
62592,Komissarov Klim,Geometry,33
62593,Stepanov Gordey,Health,33
62594,Komissarov Klim,Biology,78
62595,Sukhanov Arsen,Biology,45
62596,Sukhanov Arsen,Biology,66
62597,Bespalov Mitrofan,Geometry,45
62598,Rusakov Yuri,Geometry,78
62599,Ilyin Mechislav,Health,45
62600,Boris Kulikov,Geometry,45
62601,Komissarov Klim,Geography,33
62602,Sukhanov Arsen,PE,23
62603,Ilyin Mechislav,PE,66
62604,Rusakov Yuri,Health,66
62605,Boris Kulikov,PE,66
62606,Boris Kulikov,Algebra,23
62607,Lobanov Ernest,History,45
62608,Komissarov Klim,Health,66
62609,Boris Kulikov,Art,66
62610,Prokhorov Ludwig,Biology,66
62611,Ilyin Mechislav,English,78
62612,Lobanov Ernest,Health,45
62613,Bespalov Mitrofan,Health,78
62614,Komissarov Klim,Biology,33
62615,Sukhanov Arsen,Algebra,66
62616,Boris Kulikov,Art,45
62617,Rusakov Yuri,English,66
62618,Komissarov Klim,History,45
62619,Boris Kulikov,Health,66
62620,Rusakov Yuri,Algebra,66
62621,Ilyin Mechislav,Algebra,45
62622,Boris Kulikov,Geography,33
62623,Ilyin Mechislav,PE,78
62624,Sukhanov Arsen,History,33
62625,Komissarov Klim,Biology,45
62626,Rusakov Yuri,History,45
62627,Veselov Anton,Geometry,34
62628,Komissarov Klim,Geography,66
62629,Veselov Anton,Art,23
62630,Rusakov Yuri,Geography,34
62631,Boris Kulikov,Art,45
62632,Rusakov Yuri,Chemistry,78
62633,Ilyin Mechislav,History,23
62634,Stepanov Gordey,Algebra,78
62635,Rusakov Yuri,Algebra,45
62636,Stepanov Gordey,Health,45
62637,Veselov Anton,Biology,34
62638,Sukhanov Arsen,Algebra,33
62639,Lobanov Ernest,Art,23
62640,Boris Kulikov,Geometry,33
62641,Bespalov Mitrofan,History,23
62642,Komissarov Klim,PE,45
62643,Ilyin Mechislav,English,66
62644,Rusakov Yuri,English,34
62645,Sukhanov Arsen,Biology,45
62646,Boris Kulikov,Geography,23
62647,Sukhanov Arsen,Chemistry,33
62648,Bespalov Mitrofan,Art,33
62649,Veselov Anton,English,34
62650,Prokhorov Ludwig,English,78
62651,Lobanov Ernest,English,78
62652,Sukhanov Arsen,Chemistry,78
62653,Ilyin Mechislav,PE,78
62654,Veselov Anton,Geography,33
62655,Bespalov Mitrofan,Chemistry,45
62656,Boris Kulikov,Health,66
62657,Lobanov Ernest,Geography,45
62658,Boris Kulikov,English,33
62659,Sukhanov Arsen,Health,66
62660,Komissarov Klim,PE,33
62661,Stepanov Gordey,PE,34
62662,Lobanov Ernest,English,34
62663,Lobanov Ernest,Health,66
62664,Stepanov Gordey,PE,23
62665,Rusakov Yuri,History,45
62666,Veselov Anton,Health,66
62667,Ilyin Mechislav,Health,45
62668,Prokhorov Ludwig,Chemistry,66
62669,Stepanov Gordey,Geography,34
62670,Boris Kulikov,Health,45
62671,Prokhorov Ludwig,Biology,34
62672,Lobanov Ernest,Art,23
62673,Komissarov Klim,Health,66
62674,Lobanov Ernest,PE,34
62675,Boris Kulikov,History,45
62676,Veselov Anton,Biology,45
62677,Ilyin Mechislav,Health,34
62678,Veselov Anton,Chemistry,78
62679,Lobanov Ernest,Algebra,45
62680,Komissarov Klim,PE,66
62681,Veselov Anton,Geography,34
62682,Prokhorov Ludwig,PE,45
62683,Ilyin Mechislav,Chemistry,45
62684,Sukhanov Arsen,English,34
62685,Boris Kulikov,Geography,66
62686,Ilyin Mechislav,Art,23
62687,Komissarov Klim,Art,33
62688,Rusakov Yuri,Algebra,34
62689,Lobanov Ernest,Algebra,66
62690,Bespalov Mitrofan,Health,78
62691,Boris Kulikov,Health,66
62692,Veselov Anton,English,33
62693,Sukhanov Arsen,Chemistry,34
62694,Bespalov Mitrofan,Art,66
62695,Boris Kulikov,Art,33
62696,Boris Kulikov,History,45
62697,Prokhorov Ludwig,History,66
62698,Sukhanov Arsen,Geometry,45
62699,Ilyin Mechislav,Chemistry,23
62700,Boris Kulikov,Chemistry,66
62701,Bespalov Mitrofan,English,45
62702,Stepanov Gordey,History,45
62703,Komissarov Klim,Geometry,78
62704,Rusakov Yuri,Biology,66
62705,Stepanov Gordey,Art,34
62706,Rusakov Yuri,Art,66
62707,Lobanov Ernest,English,78
62708,Sukhanov Arsen,Biology,66
62709,Prokhorov Ludwig,Geography,34
62710,Veselov Anton,Art,34
62711,Boris Kulikov,History,34
62712,Sukhanov Arsen,Health,45
62713,Komissarov Klim,Art,33
62714,Ilyin Mechislav,English,78
62715,Stepanov Gordey,Geometry,23
62716,Veselov Anton,Chemistry,23
62717,Lobanov Ernest,PE,78
62718,Ilyin Mechislav,PE,66
62719,Ilyin Mechislav,English,78
62720,Bespalov Mitrofan,History,33
62721,Ilyin Mechislav,PE,23
62722,Sukhanov Arsen,Biology,33
62723,Bespalov Mitrofan,Algebra,33
