id,fullname,subject,age
11667,Lobanov Ernest,Art,45
11668,Boris Kulikov,Biology,34
11669,Ilyin Mechislav,PE,45
11670,Bespalov Mitrofan,Biology,78
11671,Lobanov Ernest,Biology,78
11672,Prokhorov Ludwig,PE,33
11673,Rusakov Yuri,Algebra,33
11674,Rusakov Yuri,History,45
11675,Rusakov Yuri,Geometry,23
11676,Sukhanov Arsen,Chemistry,23
11677,Boris Kulikov,Algebra,66
11678,Veselov Anton,Geometry,66
11679,Rusakov Yuri,History,45
11680,Stepanov Gordey,Art,34
11681,Lobanov Ernest,Geography,34
11682,Komissarov Klim,Biology,66
11683,Komissarov Klim,Chemistry,33
11684,Sukhanov Arsen,Geometry,78
11685,Lobanov Ernest,PE,33
11686,Veselov Anton,Art,23
11687,Rusakov Yuri,Biology,23
11688,Sukhanov Arsen,Geometry,78
11689,Rusakov Yuri,English,23
11690,Stepanov Gordey,Geometry,34
11691,Lobanov Ernest,Geometry,66
11692,Komissarov Klim,Geography,33
11693,Lobanov Ernest,PE,33
11694,Ilyin Mechislav,Geometry,34
11695,Sukhanov Arsen,Geography,33
11696,Ilyin Mechislav,Algebra,45
11697,Rusakov Yuri,Art,45
11698,Sukhanov Arsen,Health,66
11699,Ilyin Mechislav,Biology,66
11700,Lobanov Ernest,Geography,45
11701,Prokhorov Ludwig,English,45
11702,Prokhorov Ludwig,Algebra,34
11703,Prokhorov Ludwig,Biology,23
11704,Veselov Anton,PE,78
11705,Sukhanov Arsen,Geography,23
11706,Stepanov Gordey,Health,34
11707,Bespalov Mitrofan,English,23
11708,Boris Kulikov,Health,23
11709,Prokhorov Ludwig,Chemistry,66
11710,Boris Kulikov,Chemistry,33
11711,Rusakov Yuri,Health,23
11712,Lobanov Ernest,Algebra,78
11713,Komissarov Klim,Geography,23
11714,Rusakov Yuri,Algebra,66
11715,Komissarov Klim,Art,78
11716,Ilyin Mechislav,Health,78
11717,Prokhorov Ludwig,History,23
11718,Boris Kulikov,Geometry,34
11719,Prokhorov Ludwig,Art,45
11720,Prokhorov Ludwig,Health,45
11721,Sukhanov Arsen,Algebra,66
11722,Sukhanov Arsen,Biology,78
11723,Ilyin Mechislav,Art,23
11724,Rusakov Yuri,PE,78
11725,Stepanov Gordey,Art,33
11726,Lobanov Ernest,Chemistry,23
11727,Prokhorov Ludwig,English,45
11728,Lobanov Ernest,Chemistry,23
11729,Bespalov Mitrofan,Biology,34
11730,Rusakov Yuri,Art,66
11731,Rusakov Yuri,Health,66
11732,Bespalov Mitrofan,Algebra,34
11733,Boris Kulikov,Health,66
11734,Bespalov Mitrofan,Geometry,23
11735,Lobanov Ernest,Geometry,66
11736,Prokhorov Ludwig,Algebra,23
11737,Ilyin Mechislav,Chemistry,66
11738,Sukhanov Arsen,Geometry,78
11739,Veselov Anton,Art,45
11740,Prokhorov Ludwig,Art,34
11741,Komissarov Klim,PE,34
11742,Ilyin Mechislav,Geometry,78
11743,Komissarov Klim,English,78
11744,Rusakov Yuri,English,23
11745,Lobanov Ernest,Biology,45
11746,Veselov Anton,Health,45
11747,Ilyin Mechislav,Art,78
11748,Stepanov Gordey,Geography,66
11749,Sukhanov Arsen,Algebra,34
11750,Ilyin Mechislav,Geography,66
11751,Komissarov Klim,Chemistry,45
11752,Bespalov Mitrofan,Chemistry,45
11753,Ilyin Mechislav,History,34
11754,Ilyin Mechislav,History,45
11755,Rusakov Yuri,PE,66
11756,Komissarov Klim,Art,33
11757,Stepanov Gordey,Health,33
11758,Veselov Anton,English,34
11759,Bespalov Mitrofan,English,33
11760,Komissarov Klim,Biology,45
11761,Sukhanov Arsen,Chemistry,66
11762,Komissarov Klim,History,78
11763,Boris Kulikov,Geography,66
11764,Veselov Anton,Art,66
11765,Lobanov Ernest,Health,33
11766,Stepanov Gordey,History,45
11767,Veselov Anton,Geometry,66
11768,Ilyin Mechislav,History,66
11769,Stepanov Gordey,PE,66
11770,Lobanov Ernest,Health,34
11771,Prokhorov Ludwig,Art,23
11772,Prokhorov Ludwig,Biology,33
11773,Bespalov Mitrofan,PE,34
11774,Ilyin Mechislav,PE,45
11775,Ilyin Mechislav,Art,23
11776,Stepanov Gordey,Algebra,45
11777,Ilyin Mechislav,Algebra,23
11778,Bespalov Mitrofan,PE,45
11779,Lobanov Ernest,Biology,23
11780,Sukhanov Arsen,English,34
11781,Komissarov Klim,PE,66
11782,Bespalov Mitrofan,English,34
11783,Prokhorov Ludwig,Algebra,23
11784,Boris Kulikov,English,66
11785,Ilyin Mechislav,Algebra,45
11786,Komissarov Klim,Health,45
11787,Komissarov Klim,Geometry,66
11788,Komissarov Klim,Health,45
11789,Rusakov Yuri,Biology,78
11790,Boris Kulikov,Chemistry,34
11791,Boris Kulikov,English,23
11792,Veselov Anton,Art,34
11793,Bespalov Mitrofan,English,45
11794,Stepanov Gordey,PE,34
11795,Sukhanov Arsen,English,45
11796,Lobanov Ernest,History,66
11797,Veselov Anton,Biology,23
11798,Bespalov Mitrofan,Geometry,45
11799,Veselov Anton,Health,78
11800,Sukhanov Arsen,Art,78
11801,Bespalov Mitrofan,Biology,45
11802,Ilyin Mechislav,Health,34
11803,Rusakov Yuri,Biology,66
11804,Ilyin Mechislav,Art,78
11805,Veselov Anton,Chemistry,66
11806,Boris Kulikov,History,33
11807,Veselov Anton,English,33
11808,Prokhorov Ludwig,Geography,34
11809,Rusakov Yuri,Health,45
11810,Lobanov Ernest,Health,33
11811,Bespalov Mitrofan,English,33
11812,Stepanov Gordey,English,45
11813,Komissarov Klim,Biology,45
11814,Ilyin Mechislav,Algebra,45
11815,Veselov Anton,Art,78
11816,Komissarov Klim,Geography,33
11817,Veselov Anton,History,66
11818,Bespalov Mitrofan,History,66
11819,Bespalov Mitrofan,Biology,45
11820,Lobanov Ernest,History,34
11821,Prokhorov Ludwig,English,23
11822,Stepanov Gordey,English,45
11823,Boris Kulikov,Biology,66
11824,Sukhanov Arsen,English,45
11825,Ilyin Mechislav,Art,33
11826,Lobanov Ernest,Algebra,33
11827,Boris Kulikov,History,78
11828,Rusakov Yuri,English,66
11829,Stepanov Gordey,Health,45
11830,Stepanov Gordey,Chemistry,78
11831,Veselov Anton,Biology,33
11832,Lobanov Ernest,Algebra,45
11833,Sukhanov Arsen,Art,45
11834,Rusakov Yuri,Algebra,33
11835,Rusakov Yuri,Geometry,33
11836,Komissarov Klim,History,45
11837,Rusakov Yuri,History,78
11838,Komissarov Klim,English,34
11839,Lobanov Ernest,Geography,66
11840,Ilyin Mechislav,Health,45
11841,Veselov Anton,Art,66
11842,Ilyin Mechislav,Health,78
11843,Prokhorov Ludwig,Geometry,78
11844,Bespalov Mitrofan,Chemistry,66
11845,Lobanov Ernest,Art,66
11846,Bespalov Mitrofan,Health,66
11847,Rusakov Yuri,PE,66
11848,Boris Kulikov,History,23
11849,Veselov Anton,Geography,45
11850,Prokhorov Ludwig,Health,23
11851,Lobanov Ernest,Art,33
11852,Boris Kulikov,Art,66
11853,Stepanov Gordey,English,66
11854,Komissarov Klim,Geometry,78
11855,Stepanov Gordey,Chemistry,33
11856,Prokhorov Ludwig,Biology,33
11857,Sukhanov Arsen,Geography,66
11858,Veselov Anton,PE,66
11859,Bespalov Mitrofan,Health,33
11860,Komissarov Klim,Chemistry,78
11861,Rusakov Yuri,Geometry,66
11862,Ilyin Mechislav,History,78
11863,Stepanov Gordey,English,34
11864,Veselov Anton,Algebra,33
11865,Veselov Anton,PE,78
11866,Ilyin Mechislav,Art,23
11867,Sukhanov Arsen,Chemistry,78
11868,Rusakov Yuri,PE,78
11869,Lobanov Ernest,Chemistry,78
11870,Stepanov Gordey,History,33
11871,Stepanov Gordey,Algebra,34
11872,Ilyin Mechislav,Geography,34
11873,Rusakov Yuri,Geography,23
11874,Komissarov Klim,Geography,66
11875,Komissarov Klim,History,23
11876,Stepanov Gordey,Health,66
11877,Stepanov Gordey,Algebra,45
11878,Bespalov Mitrofan,History,34
11879,Veselov Anton,Geometry,45
11880,Lobanov Ernest,Geometry,23
11881,Veselov Anton,Geometry,45
11882,Ilyin Mechislav,Biology,34
11883,Komissarov Klim,Algebra,23
11884,Komissarov Klim,History,23
11885,Veselov Anton,Geometry,66
11886,Rusakov Yuri,PE,78
11887,Ilyin Mechislav,PE,23
11888,Prokhorov Ludwig,Health,66
11889,Lobanov Ernest,English,78
11890,Veselov Anton,Chemistry,66
11891,Prokhorov Ludwig,English,66
11892,Sukhanov Arsen,PE,66
11893,Komissarov Klim,Chemistry,23
11894,Ilyin Mechislav,PE,45
11895,Rusakov Yuri,Algebra,34
11896,Veselov Anton,Geography,78
11897,Komissarov Klim,Chemistry,45
11898,Stepanov Gordey,History,45
11899,Boris Kulikov,Chemistry,34
11900,Bespalov Mitrofan,Geometry,66
11901,Lobanov Ernest,History,45
11902,Ilyin Mechislav,Geometry,23
11903,Lobanov Ernest,Geometry,45
11904,Boris Kulikov,PE,23
11905,Ilyin Mechislav,Geometry,34
11906,Bespalov Mitrofan,Geometry,45
11907,Lobanov Ernest,English,66
11908,Sukhanov Arsen,Geography,34
11909,Veselov Anton,English,45
11910,Sukhanov Arsen,PE,23
11911,Boris Kulikov,Art,45
11912,Lobanov Ernest,Geometry,78
11913,Veselov Anton,English,33
11914,Ilyin Mechislav,Algebra,66
11915,Rusakov Yuri,Algebra,33
11916,Sukhanov Arsen,Health,78
11917,Bespalov Mitrofan,Health,45
11918,Prokhorov Ludwig,History,78
11919,Boris Kulikov,Chemistry,33
11920,Lobanov Ernest,Chemistry,78
11921,Bespalov Mitrofan,Biology,45
11922,Sukhanov Arsen,Geometry,66
11923,Boris Kulikov,Geography,34
11924,Bespalov Mitrofan,Geography,78
11925,Komissarov Klim,Health,23
11926,Boris Kulikov,English,23
11927,Ilyin Mechislav,Geometry,45
11928,Rusakov Yuri,Algebra,78
11929,Bespalov Mitrofan,English,33
11930,Stepanov Gordey,Geography,33
11931,Bespalov Mitrofan,Algebra,78
11932,Komissarov Klim,Geography,45
11933,Komissarov Klim,PE,33
11934,Ilyin Mechislav,PE,78
11935,Sukhanov Arsen,Geometry,78
11936,Ilyin Mechislav,Health,34
11937,Lobanov Ernest,Geometry,66
11938,Lobanov Ernest,Health,45
11939,Rusakov Yuri,Algebra,78
11940,Ilyin Mechislav,Algebra,78
11941,Rusakov Yuri,Art,34
11942,Bespalov Mitrofan,Health,23
11943,Boris Kulikov,Health,78
11944,Lobanov Ernest,Geography,23
11945,Sukhanov Arsen,Health,45
11946,Ilyin Mechislav,Art,33
11947,Boris Kulikov,History,45
11948,Prokhorov Ludwig,English,66
11949,Prokhorov Ludwig,Health,33
11950,Stepanov Gordey,English,23
11951,Stepanov Gordey,Chemistry,66
11952,Komissarov Klim,History,66
11953,Komissarov Klim,Algebra,66
11954,Lobanov Ernest,English,34
11955,Bespalov Mitrofan,Health,78
11956,Stepanov Gordey,Chemistry,34
11957,Veselov Anton,Geography,34
11958,Lobanov Ernest,English,78
11959,Ilyin Mechislav,PE,45
11960,Sukhanov Arsen,Art,34
11961,Komissarov Klim,Art,78
11962,Lobanov Ernest,History,78
11963,Stepanov Gordey,Geometry,66
11964,Boris Kulikov,Art,34
11965,Stepanov Gordey,PE,23
11966,Ilyin Mechislav,Biology,45
11967,Lobanov Ernest,Geometry,33
11968,Komissarov Klim,Biology,66
11969,Stepanov Gordey,Geography,66
11970,Lobanov Ernest,Chemistry,34
11971,Sukhanov Arsen,History,66
11972,Boris Kulikov,Art,78
11973,Lobanov Ernest,Health,66
11974,Veselov Anton,Geometry,45
11975,Komissarov Klim,History,23
11976,Boris Kulikov,PE,23
11977,Lobanov Ernest,Geometry,45
11978,Boris Kulikov,Art,23
11979,Stepanov Gordey,Health,34
11980,Prokhorov Ludwig,PE,33
11981,Prokhorov Ludwig,Geometry,33
11982,Bespalov Mitrofan,English,33
11983,Komissarov Klim,Biology,45
11984,Komissarov Klim,Geometry,23
11985,Bespalov Mitrofan,English,34
11986,Ilyin Mechislav,Health,33
11987,Rusakov Yuri,Chemistry,23
11988,Rusakov Yuri,Geometry,45
11989,Prokhorov Ludwig,PE,45
11990,Prokhorov Ludwig,Art,33
11991,Komissarov Klim,Art,66
11992,Stepanov Gordey,English,34
11993,Rusakov Yuri,Art,33
11994,Sukhanov Arsen,Chemistry,45
11995,Lobanov Ernest,Art,34
11996,Komissarov Klim,Health,45
11997,Stepanov Gordey,Geometry,34
11998,Ilyin Mechislav,Geometry,45
11999,Bespalov Mitrofan,Geometry,66
12000,Lobanov Ernest,Biology,23
12001,Ilyin Mechislav,Geometry,78
12002,Prokhorov Ludwig,Health,23
12003,Lobanov Ernest,Algebra,34
12004,Boris Kulikov,PE,45
12005,Veselov Anton,Algebra,66
12006,Boris Kulikov,English,23
12007,Ilyin Mechislav,Health,78
12008,Veselov Anton,English,23
12009,Rusakov Yuri,Chemistry,23
12010,Sukhanov Arsen,English,66
12011,Sukhanov Arsen,English,66
12012,Bespalov Mitrofan,Biology,66
12013,Rusakov Yuri,Art,23
12014,Stepanov Gordey,Biology,45
12015,Ilyin Mechislav,Chemistry,45
12016,Rusakov Yuri,Biology,45
12017,Lobanov Ernest,Geometry,78
12018,Rusakov Yuri,History,23
12019,Rusakov Yuri,Chemistry,78
12020,Lobanov Ernest,Geometry,33
12021,Veselov Anton,Biology,23
12022,Komissarov Klim,Geometry,23
12023,Bespalov Mitrofan,PE,45
12024,Sukhanov Arsen,Art,33
12025,Veselov Anton,Health,23
12026,Rusakov Yuri,Art,78
12027,Lobanov Ernest,Health,34
12028,Bespalov Mitrofan,Art,66
12029,Ilyin Mechislav,Chemistry,45
12030,Prokhorov Ludwig,Art,66
12031,Ilyin Mechislav,English,23
12032,Veselov Anton,Art,34
12033,Sukhanov Arsen,Algebra,45
12034,Prokhorov Ludwig,Chemistry,33
12035,Boris Kulikov,Biology,23
12036,Bespalov Mitrofan,Art,34
12037,Veselov Anton,Geometry,78
12038,Veselov Anton,Health,66
12039,Prokhorov Ludwig,PE,78
12040,Lobanov Ernest,Chemistry,78
12041,Lobanov Ernest,Art,66
12042,Bespalov Mitrofan,Biology,45
12043,Boris Kulikov,Geometry,23
12044,Rusakov Yuri,Algebra,34
12045,Rusakov Yuri,Art,33
12046,Lobanov Ernest,Geometry,66
12047,Rusakov Yuri,Geography,78
12048,Lobanov Ernest,Algebra,23
12049,Lobanov Ernest,Chemistry,45
12050,Stepanov Gordey,English,78
12051,Bespalov Mitrofan,Algebra,45
12052,Stepanov Gordey,Biology,78
12053,Stepanov Gordey,Health,34
12054,Lobanov Ernest,Geometry,23
12055,Rusakov Yuri,Biology,45
12056,Sukhanov Arsen,Chemistry,23
12057,Stepanov Gordey,Biology,33
12058,Prokhorov Ludwig,Algebra,66
12059,Veselov Anton,History,78
12060,Prokhorov Ludwig,Health,66
12061,Veselov Anton,Algebra,78
12062,Rusakov Yuri,Chemistry,34
12063,Prokhorov Ludwig,Geometry,66
12064,Komissarov Klim,PE,66
12065,Bespalov Mitrofan,English,66
12066,Bespalov Mitrofan,PE,45
12067,Bespalov Mitrofan,Chemistry,34
12068,Sukhanov Arsen,Health,78
12069,Boris Kulikov,Chemistry,34
12070,Boris Kulikov,Art,33
12071,Veselov Anton,PE,34
12072,Sukhanov Arsen,English,23
12073,Komissarov Klim,Health,34
12074,Ilyin Mechislav,English,45
12075,Lobanov Ernest,Algebra,33
12076,Rusakov Yuri,Art,45
12077,Boris Kulikov,PE,66
12078,Rusakov Yuri,Art,33
12079,Bespalov Mitrofan,Geometry,33
12080,Boris Kulikov,Art,34
12081,Boris Kulikov,Art,23
12082,Stepanov Gordey,PE,34
12083,Boris Kulikov,English,34
12084,Prokhorov Ludwig,Biology,78
12085,Lobanov Ernest,PE,34
12086,Prokhorov Ludwig,Art,45
12087,Boris Kulikov,Biology,78
12088,Prokhorov Ludwig,Health,78
12089,Ilyin Mechislav,Biology,45
12090,Ilyin Mechislav,PE,45
12091,Komissarov Klim,Algebra,23
12092,Veselov Anton,English,78
12093,Komissarov Klim,PE,78
12094,Komissarov Klim,Biology,45
12095,Lobanov Ernest,Chemistry,45
12096,Stepanov Gordey,English,78
12097,Rusakov Yuri,Biology,23
12098,Lobanov Ernest,Health,66
12099,Boris Kulikov,Biology,23
12100,Komissarov Klim,Geometry,45
12101,Prokhorov Ludwig,Algebra,23
12102,Komissarov Klim,Health,78
12103,Ilyin Mechislav,English,23
12104,Lobanov Ernest,History,78
12105,Stepanov Gordey,English,34
12106,Rusakov Yuri,English,33
12107,Stepanov Gordey,Health,45
12108,Stepanov Gordey,History,45
12109,Komissarov Klim,Biology,78
12110,Lobanov Ernest,History,78
12111,Lobanov Ernest,Health,33
12112,Rusakov Yuri,Geometry,78
12113,Prokhorov Ludwig,Biology,45
12114,Rusakov Yuri,Geometry,34
12115,Bespalov Mitrofan,English,33
12116,Prokhorov Ludwig,PE,33
12117,Bespalov Mitrofan,Biology,66
12118,Sukhanov Arsen,English,66
12119,Boris Kulikov,Geography,78
12120,Lobanov Ernest,Geometry,23
12121,Boris Kulikov,Geometry,45
12122,Komissarov Klim,Geometry,78
12123,Boris Kulikov,History,45
12124,Boris Kulikov,History,78
12125,Lobanov Ernest,Health,78
12126,Bespalov Mitrofan,Chemistry,33
12127,Prokhorov Ludwig,Geometry,33
12128,Boris Kulikov,Geometry,23
12129,Prokhorov Ludwig,Chemistry,78
12130,Stepanov Gordey,Art,34
12131,Boris Kulikov,Biology,23
12132,Sukhanov Arsen,Biology,34
12133,Prokhorov Ludwig,Chemistry,66
12134,Komissarov Klim,Art,78
12135,Stepanov Gordey,Geometry,33
12136,Lobanov Ernest,Art,45
12137,Lobanov Ernest,History,78
12138,Bespalov Mitrofan,Art,34
12139,Komissarov Klim,Health,34
12140,Veselov Anton,Geometry,33
12141,Boris Kulikov,Art,45
12142,Lobanov Ernest,Geometry,23
12143,Ilyin Mechislav,Chemistry,23
12144,Sukhanov Arsen,Art,34
12145,Stepanov Gordey,History,23
12146,Komissarov Klim,Art,34
12147,Komissarov Klim,Chemistry,78
12148,Ilyin Mechislav,Geography,33
12149,Boris Kulikov,History,78
12150,Stepanov Gordey,Geography,23
12151,Boris Kulikov,Algebra,45
12152,Stepanov Gordey,Algebra,34
12153,Rusakov Yuri,Geometry,34
12154,Bespalov Mitrofan,Health,66
12155,Sukhanov Arsen,Biology,45
12156,Sukhanov Arsen,Algebra,33
12157,Stepanov Gordey,History,45
12158,Veselov Anton,Geography,78
12159,Komissarov Klim,PE,45
12160,Prokhorov Ludwig,Geography,66
12161,Prokhorov Ludwig,History,66
12162,Sukhanov Arsen,PE,78
12163,Rusakov Yuri,Health,45
12164,Stepanov Gordey,English,23
12165,Veselov Anton,Algebra,45
12166,Prokhorov Ludwig,Biology,78
12167,Stepanov Gordey,Geography,66
12168,Boris Kulikov,Health,45
12169,Bespalov Mitrofan,Geometry,23
12170,Stepanov Gordey,Algebra,34
12171,Prokhorov Ludwig,History,34
12172,Sukhanov Arsen,Biology,66
12173,Veselov Anton,Health,33
12174,Ilyin Mechislav,English,33
12175,Stepanov Gordey,Geometry,33
12176,Sukhanov Arsen,Health,23
12177,Stepanov Gordey,Geometry,45
12178,Rusakov Yuri,Geography,34
12179,Veselov Anton,Biology,78
12180,Veselov Anton,PE,33
12181,Ilyin Mechislav,Geometry,45
12182,Ilyin Mechislav,PE,23
12183,Rusakov Yuri,Geometry,66
12184,Bespalov Mitrofan,PE,23
12185,Bespalov Mitrofan,Geometry,34
12186,Stepanov Gordey,Algebra,34
12187,Rusakov Yuri,English,66
12188,Boris Kulikov,Geometry,23
12189,Prokhorov Ludwig,Geometry,33
12190,Sukhanov Arsen,Health,34
12191,Lobanov Ernest,Health,45
12192,Veselov Anton,Geometry,66
12193,Ilyin Mechislav,Geometry,45
12194,Lobanov Ernest,English,34
12195,Lobanov Ernest,English,45
12196,Prokhorov Ludwig,Chemistry,66
12197,Boris Kulikov,Chemistry,78
12198,Veselov Anton,Chemistry,23
12199,Rusakov Yuri,English,34
12200,Komissarov Klim,Algebra,33
12201,Komissarov Klim,Algebra,66
12202,Bespalov Mitrofan,Health,78
12203,Lobanov Ernest,Geography,34
12204,Komissarov Klim,Geography,23
12205,Rusakov Yuri,Chemistry,34
12206,Bespalov Mitrofan,PE,78
12207,Bespalov Mitrofan,Health,33
12208,Stepanov Gordey,PE,23
12209,Boris Kulikov,English,33
12210,Komissarov Klim,Chemistry,78
12211,Bespalov Mitrofan,Art,23
12212,Rusakov Yuri,Biology,33
12213,Sukhanov Arsen,Geometry,45
12214,Rusakov Yuri,Biology,66
12215,Bespalov Mitrofan,Chemistry,45
12216,Ilyin Mechislav,Chemistry,34
12217,Ilyin Mechislav,Biology,23
12218,Bespalov Mitrofan,Art,33
12219,Veselov Anton,English,34
12220,Stepanov Gordey,Geometry,33
12221,Boris Kulikov,Biology,34
12222,Bespalov Mitrofan,Art,33
12223,Boris Kulikov,Health,78
12224,Stepanov Gordey,English,33
12225,Rusakov Yuri,Algebra,23
12226,Stepanov Gordey,English,23
12227,Lobanov Ernest,Algebra,34
12228,Prokhorov Ludwig,Chemistry,78
12229,Lobanov Ernest,Health,34
12230,Komissarov Klim,Art,45
12231,Prokhorov Ludwig,Chemistry,34
12232,Prokhorov Ludwig,Biology,34
12233,Lobanov Ernest,Geometry,78
12234,Prokhorov Ludwig,English,23
12235,Boris Kulikov,Health,66
12236,Sukhanov Arsen,Art,34
12237,Bespalov Mitrofan,Art,34
12238,Stepanov Gordey,Geography,23
12239,Komissarov Klim,Chemistry,34
12240,Veselov Anton,History,33
12241,Rusakov Yuri,Chemistry,45
12242,Prokhorov Ludwig,PE,34
12243,Prokhorov Ludwig,History,66
12244,Stepanov Gordey,Geography,45
12245,Prokhorov Ludwig,Art,23
12246,Stepanov Gordey,Algebra,23
12247,Prokhorov Ludwig,Chemistry,23
12248,Boris Kulikov,Biology,66
12249,Lobanov Ernest,Geography,66
12250,Rusakov Yuri,History,34
12251,Veselov Anton,English,66
12252,Bespalov Mitrofan,Geography,34
12253,Boris Kulikov,Chemistry,66
12254,Lobanov Ernest,Geography,33
12255,Prokhorov Ludwig,Algebra,45
12256,Prokhorov Ludwig,PE,33
12257,Veselov Anton,English,78
12258,Rusakov Yuri,English,23
12259,Bespalov Mitrofan,Biology,78
12260,Lobanov Ernest,Chemistry,33
12261,Komissarov Klim,Geometry,34
12262,Bespalov Mitrofan,Art,78
12263,Bespalov Mitrofan,Art,23
12264,Stepanov Gordey,Chemistry,66
12265,Ilyin Mechislav,Biology,66
12266,Prokhorov Ludwig,Chemistry,78
12267,Prokhorov Ludwig,Art,45
12268,Rusakov Yuri,Art,33
12269,Lobanov Ernest,Chemistry,34
12270,Rusakov Yuri,Health,33
12271,Bespalov Mitrofan,PE,34
12272,Stepanov Gordey,Biology,66
12273,Prokhorov Ludwig,Art,66
12274,Stepanov Gordey,Art,45
12275,Boris Kulikov,Art,78
12276,Rusakov Yuri,Geography,78
12277,Ilyin Mechislav,Biology,34
12278,Veselov Anton,Art,78
12279,Lobanov Ernest,Geography,23
12280,Ilyin Mechislav,Health,45
12281,Sukhanov Arsen,Art,23
12282,Komissarov Klim,English,33
12283,Bespalov Mitrofan,History,34
12284,Boris Kulikov,Health,78
12285,Komissarov Klim,Geography,34
12286,Boris Kulikov,Biology,66
12287,Komissarov Klim,Algebra,66
12288,Boris Kulikov,English,23
12289,Prokhorov Ludwig,Geography,45
12290,Lobanov Ernest,Geography,45
12291,Prokhorov Ludwig,Chemistry,33
12292,Sukhanov Arsen,Art,34
12293,Prokhorov Ludwig,Chemistry,45
12294,Lobanov Ernest,Chemistry,45
12295,Veselov Anton,English,23
12296,Bespalov Mitrofan,English,45
12297,Komissarov Klim,Geography,78
12298,Ilyin Mechislav,Algebra,45
12299,Boris Kulikov,PE,45
12300,Veselov Anton,Geometry,66
12301,Ilyin Mechislav,History,78
12302,Rusakov Yuri,Chemistry,33
12303,Bespalov Mitrofan,History,33
12304,Veselov Anton,Chemistry,66
12305,Sukhanov Arsen,Biology,45
12306,Sukhanov Arsen,Geography,34
12307,Bespalov Mitrofan,Biology,34
12308,Sukhanov Arsen,Biology,34
12309,Rusakov Yuri,English,33
12310,Ilyin Mechislav,PE,78
12311,Komissarov Klim,PE,45
12312,Boris Kulikov,Health,23
12313,Rusakov Yuri,Chemistry,78
12314,Komissarov Klim,Health,45
12315,Komissarov Klim,History,78
12316,Prokhorov Ludwig,Art,66
12317,Boris Kulikov,English,33
12318,Ilyin Mechislav,History,33
12319,Bespalov Mitrofan,Biology,23
12320,Komissarov Klim,Health,66
12321,Veselov Anton,History,66
12322,Komissarov Klim,Geography,33
12323,Sukhanov Arsen,Algebra,23
12324,Prokhorov Ludwig,English,78
12325,Boris Kulikov,Chemistry,23
12326,Rusakov Yuri,Geography,23
12327,Bespalov Mitrofan,Health,33
12328,Stepanov Gordey,English,23
12329,Bespalov Mitrofan,Chemistry,34
12330,Rusakov Yuri,History,23
12331,Boris Kulikov,PE,45
12332,Prokhorov Ludwig,PE,66
12333,Lobanov Ernest,Health,33
12334,Bespalov Mitrofan,PE,78
12335,Komissarov Klim,English,34
12336,Sukhanov Arsen,English,23
12337,Bespalov Mitrofan,Algebra,45
12338,Sukhanov Arsen,Art,34
12339,Stepanov Gordey,Biology,23
12340,Prokhorov Ludwig,Art,78
12341,Komissarov Klim,English,78
12342,Veselov Anton,Algebra,33
12343,Ilyin Mechislav,Biology,33
12344,Lobanov Ernest,English,66
12345,Sukhanov Arsen,Geometry,66
12346,Sukhanov Arsen,PE,34
12347,Stepanov Gordey,English,66
12348,Stepanov Gordey,Chemistry,66
12349,Bespalov Mitrofan,Geometry,66
12350,Lobanov Ernest,Geography,45
12351,Rusakov Yuri,Art,45
12352,Sukhanov Arsen,Chemistry,23
12353,Veselov Anton,PE,33
12354,Ilyin Mechislav,Biology,78
12355,Sukhanov Arsen,History,45
12356,Boris Kulikov,Geometry,23
12357,Sukhanov Arsen,Art,33
12358,Rusakov Yuri,Geography,45
12359,Prokhorov Ludwig,English,34
12360,Rusakov Yuri,PE,23
12361,Stepanov Gordey,Geometry,45
12362,Lobanov Ernest,Algebra,78
12363,Sukhanov Arsen,Health,33
12364,Prokhorov Ludwig,History,34
12365,Ilyin Mechislav,Geometry,78
12366,Lobanov Ernest,Art,23
12367,Sukhanov Arsen,Geometry,66
12368,Rusakov Yuri,Chemistry,33
12369,Rusakov Yuri,Geometry,45
12370,Boris Kulikov,Geography,66
12371,Rusakov Yuri,Chemistry,34
12372,Boris Kulikov,Health,45
12373,Rusakov Yuri,Art,66
12374,Rusakov Yuri,English,66
12375,Sukhanov Arsen,Geography,78
12376,Prokhorov Ludwig,Geography,34
12377,Ilyin Mechislav,Chemistry,33
12378,Stepanov Gordey,PE,33
12379,Stepanov Gordey,History,33
12380,Prokhorov Ludwig,Algebra,33
12381,Ilyin Mechislav,PE,78
12382,Rusakov Yuri,Geography,23
12383,Veselov Anton,English,66
12384,Stepanov Gordey,PE,66
12385,Lobanov Ernest,English,78
12386,Veselov Anton,Algebra,45
12387,Komissarov Klim,History,78
12388,Lobanov Ernest,Algebra,78
12389,Stepanov Gordey,Geometry,33
12390,Ilyin Mechislav,Art,34
12391,Prokhorov Ludwig,History,78
12392,Stepanov Gordey,Geography,23
12393,Lobanov Ernest,Chemistry,34
12394,Lobanov Ernest,Algebra,34
12395,Sukhanov Arsen,History,33
12396,Rusakov Yuri,Geography,23
12397,Komissarov Klim,Biology,66
12398,Stepanov Gordey,History,78
12399,Komissarov Klim,Geometry,66
12400,Boris Kulikov,Geometry,66
12401,Komissarov Klim,Art,33
12402,Bespalov Mitrofan,PE,78
12403,Lobanov Ernest,PE,34
12404,Ilyin Mechislav,PE,45
12405,Bespalov Mitrofan,Biology,66
